title,author,url,source,category,fact
Sony Music’s artists aren’t involved in YouTube’s new voice-cloning AI experiment. Not unrelated: Google’s recent filing with the US Copyright Office.,Tim Ingham,https://www.musicbusinessworldwide.com/sony-musics-artists-arent-involved-in-youtubes-new-cloned-voice-ai-experiment-not-unrelated-googles-recent-filing-with-the-us-copyright-office/,Music Business Worldwide,business,"But in both the case of Universal Music Group and Warner Music Group, they’re – currently anyway – not the biggest megastars on either company’s books."
"Sex, Signal messages, and sabotaging FTX's code: SBF execs and Bahamas roommates tell all in court",,https://www.cnbc.com/2023/10/06/sex-signal-messages-and-sabotaging-ftxs-code-sbf-criminal-trial.html,Cnbc | World Business News Leader,business,"During cross-examination, Huang said Paradigm pressed Bankman-Fried on the board issue and was told he didn't want investors as directors but he did plan on having a board with experts."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"SBF, as he’s known, has pleaded not-guilty to some seven charges of fraud and conspiracy."
SBF Trial: The latest updates from the FTX collapse’s courtroom drama,Morgan Little,https://techcrunch.com/2023/10/06/sbf-trial-the-latest-updates-from-the-ftx-collapses-courtroom-drama/,TechCrunch,technology,"The second week of the trial’s standout testimony came from Alameda Research’s former CEO Caroline Ellison, who claimed she took $14 billion from customers to repay debts to lenders, using them as a line of credit under the instruction of SBF."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
The best Sorcerer builds and skills in Diablo 4,Ryan Gilliam,https://www.polygon.com/diablo-4-guides/23653283/sorcerer-best-build-skills,Polygon,entertainment,"In this Diablo 4 guide, we’ve gathered and simplified the best Diablo 4 Sorcerer builds for season 2."
The best Barbarian builds and skills in Diablo 4,Ryan Gilliam,https://www.polygon.com/23654868/barbarian-best-build-skills,Polygon,entertainment,"In this Diablo 4 guide, we’ve gathered and simplified the best Diablo 4 Barbarian builds for season 2."
Fans spot Travis Kelce wearing Taylor Swift-themed friendship bracelet before she attended his game,Amber Raiken,https://www.independent.co.uk/life-style/travis-kelce-taylor-swift-friendship-bracelet-b2419065.html,The Independent - Life and Style,entertainment,"The post came after Swift was seen enthusiastically cheering him on in the box seats at Arrowhead Stadium, fuelling speculation that she and the athlete are dating."
Taylor Swift reveals secret start to her relationship with Travis Kelce,Amber Raiken,https://www.independent.co.uk/life-style/taylor-swift-travis-kelce-relationship-b2459441.html,The Independent - Life and Style,entertainment,"While Swift has attended a few of Kelce’s games since their relationship started, he’s also gone on to support her career."
Point Spread Betting - What is a Point Spread Bet?,Sam Eggleston,https://www.sportingnews.com/us/betting/news/spread-betting/c740afa218dca67d75929ee4,Sporting News,sports,"If a piece of news or a prevailing sentiment starts to gain traction about a particular team's increased chances of winning, this can influence how people bet, leading sportsbooks to adjust their lines accordingly."
Line Shopping in Sports Betting - How to Find the Best Odds,Martin Derbyshire,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571,Sporting News,sports,"Every sportsbook jumps on board when a line moves or odds change for a legitimate reason, like an injury or roster move."
Line Shopping in Sports Betting - How to Find the Best Odds,Martin Derbyshire,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571,Sporting News,sports,That allows sportsbooks to earn the profit built into the odds and lines without worrying about which side wins.
NBA Rookie of the Year Odds - Wembanyama the early favorite,Sam Eggleston,https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd,Sporting News,sports,"But sportsbooks are also gathering this information, and they begin to tighten the NBA Rookie of the Year lines in response."
"Merck, Novo Nordisk, Gilead, Biogen and more: Here are the investment opportunities in global Big Pharma",,https://www.thehindubusinessline.com/portfolio/big-story/merck-novo-nordisk-gilead-biogen-and-more-here-are-the-investment-opportunities-in-global-big-pharma/article67543437.ece,Business Line,business,"Leqembi (lecanemab), developed by Eisai in collaboration with Biogen, was the first and only approved drug for Alzheimer’s in July 2023."
New Alzheimer’s drugs bring hope of slowing disease for UK patients,"Robin McKie, Science Editor",https://www.theguardian.com/society/2023/dec/17/new-alzheimers-drugs-bring-hope-of-slowing-disease-for-uk-patients,The Guardian,science,"Such developments will take years to realise, scientists caution, and a great deal needs to be done in the short term to deal with dementia."
How ego and fear fuelled the rise of artificial intelligence,"Cade Metz, Karen Weise, Nico Grant and Mike Isaac",https://www.theage.com.au/business/entrepreneurship/how-ego-and-fear-fuelled-the-rise-of-artificial-intelligence-20231205-p5ep7j.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,"“There was no attempt to remove Sam Altman from OpenAI by the co-founders of Anthropic,” said an Anthropic spokesperson, Sally Aldous."
A timeline of Sam Altman’s firing from OpenAI — and the fallout,Kyle Wiggers,https://techcrunch.com/2023/11/18/a-timeline-of-sam-altmans-firing-from-openai-and-the-fallout/,TechCrunch,technology,"Altman has been telling investors that he’s planning to launch a new venture, according to The Information."
OpenAI's ex-chairman accuses board of going rogue in firing Altman: 'Sam and I are shocked and saddened by what the board did',"Matt O'Brien, The Associated Press",https://fortune.com/2023/11/18/how-did-openai-fire-sam-altman-greg-brockman-rogue-board/,Fortune,business,"Altman’s exit “is indeed shocking as he has been the face of” generative AI technology, said Gartner analyst Arun Chandrasekaran."
WTF is going on at OpenAI? We have theories,Devin Coldewey,https://techcrunch.com/2023/11/17/wtf-is-going-on-at-openai-sam-altman-fired/,TechCrunch,technology,"Based on the board’s language and the way these giant tech companies work, this is the prevailing theory floating around right now."
Moneyline Betting - What is the Moneyline and How Does it Work?,Sam Eggleston,https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae,Sporting News,sports,"If you bet $130 on the Cowboys and they win, you would earn a profit of $100."
Prop Betting - What is a Prop Bet?,Martin Derbyshire,https://www.sportingnews.com/us/betting/news/prop-betting/eca08189bf4e5c58e02bfeda,Sporting News,sports,"You can also bet on team props, such as whether a team will lead at the end of a certain quarter or an over/under bet on the total number of points the team will score in the game."
Best Golf Betting Sites and Apps - Top Sportsbooks for Golf 2023,Sam Eggleston,https://www.sportingnews.com/us/betting/news/golf-betting-sites/7735c28b8c223b35fb013517,Sporting News,sports,"Bettors can choose from various options: betting on the winning team, outcomes of individual matches, or prop bets such as which team scores highest in a round, who makes more birdies, or even the best-dressed team captain."
FanDuel 'Prop Stars' Picks: Best bets for Travis Kelce & Taylor Swift-inspired props for Chiefs-Jets Week 4,Nick Brinkerhoff,https://www.sportingnews.com/us/nfl/news/best-chiefs-jets-prop-stars-bets-fanduel-kelce-swift-snf/581275901fe0e3011cdcb562,Sporting News,sports,"For bettors, where there is hype, there's also an opportunity to make some money."
"Michelle Jubelirer on Ice Spice, The Beatles, and reinventing Capitol Music Group: ‘I don’t think any label group has been able to turn things around as quickly as my team and I have done in less than two years.’",Tim Ingham,https://www.musicbusinessworldwide.com/michelle-jubelirer-on-ice-spice-the-beatles-and-reinventing-capitol/,Music Business Worldwide,business,"As Arjun can tell you, digital marketing was key to the effort; the song is in the Top 3 of all-time creations and shares for a pre-release campaign, and the global teams worked together brilliantly to connect that pre-release momentum to the biggest looks at the DSPs, in the media and at radio."
Dropout’s dropping CollegeHumor on its 5th anniversary — here’s why and what the future holds,Susana Polo,https://www.polygon.com/23889773/dropout-anniversary-collegehumor-brennan-lee-mulligan-sam-reich,Polygon,entertainment,"Some folks who aren’t content creators first and foremost are using it as a creative way to market their music or market their physical products, and that’s working out well for those folks."
"More from the US v Google trial: vertical search, pre-installs and the case of Firefox/Yahoo",Rebecca Bellan,https://techcrunch.com/2023/11/13/more-from-the-us-v-google-trial-vertical-search-pre-installs-and-the-case-of-firefox-yahoo/,TechCrunch,technology,"In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,"When Google’s search head Prabhakar Raghavan testified in court on October 28, he revealed that the tech giant had paid $26.3 billion in 2021 to multiple browsers, phones and platforms, from companies including Apple, Samsung and Mozilla, The Verge reports."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"Using Caroline Ellison, his on-again off-again girlfriend and the CEO of Alameda, as a front, Bankman-Fried had “secret access” to customer money—both cash and crypto—the government claimed."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"He was the richest person in the world under 30 [and] he was going to spend it to save humanity from extinction,” he said."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
Is Google Search better than the rest? And is that fair?,Tim Biggs,https://www.theage.com.au/technology/is-google-search-better-than-the-rest-and-is-that-fair-20231012-p5ebsk.html?ref=rss&utm_medium=rss&utm_source=rss_technology,The Age,technology,"She admits that she may have misinterpreted the evidence, but maintains that Google manipulates Search to maximise ad revenue."
"What to know about Fortnite maker Epic Games’ antitrust battle with Google, starting today",Sarah Perez,https://techcrunch.com/2023/11/06/what-to-know-about-fortnite-maker-epic-games-antitrust-battle-with-google-starting-today/,TechCrunch,technology,"Epic will also suggest that Google hid items from discovery by allowing execs and employees to have “off the record” chats, but Google will counter this as well, saying it has provided the court with thousands of chat logs and millions of documents."
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,The Justice Department is focused on the deals Google makes — with Apple but also with Samsung and Mozilla and many others — to ensure it is the default search engine on practically every platform.
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
"If your startup doesn’t seem impossible at first, it’s not hard enough",Haje Jan Kamps,https://techcrunch.com/2023/11/03/if-your-startup-doesnt-seem-impossible-at-first-its-not-hard-enough/,TechCrunch,technology,"The feature is currently available in France, Germany, Japan, the U.K. and the U.S., with plans for further expansion."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"LinkedIn leans into AI tools: LinkedIn this week unveiled a string of new AI features spanning its job hunting, marketing and sales products, Ingrid writes."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"But “all of that, all of it, was built on lies,” Rehn declared to the jury."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"SBF, as he’s known, has pleaded not-guilty to some seven charges of fraud and conspiracy."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
"Gen Z just saw the worst war in Israel in 50 years break out all over the internet, but they were raised on 'disturbing images'",Paige Hagy,https://fortune.com/2023/10/10/gen-z-disturbing-images-social-media-digital-native-israel-hamas-war/,Fortune,business,"On Saturday, the Islamic militant group Hamas launched an unprecedented attack on Israel, resulting in the worst war the region has seen in 50 years."
Israel's prince of public diplomacy,Ela Levi-Weinreb,https://en.globes.co.il/en/article-1001464023#utm_source=RSS,Globes English | Israel Business Arena,business,"Alongside this, I grew up with a strong awareness of the importance of the State of Israel and its historical role in the history of our people."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"Using Caroline Ellison, his on-again off-again girlfriend and the CEO of Alameda, as a front, Bankman-Fried had “secret access” to customer money—both cash and crypto—the government claimed."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"He was the richest person in the world under 30 [and] he was going to spend it to save humanity from extinction,” he said."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
England choose survival over oblivion and a chance of summer trip to France | Jonathan Liew,Jonathan Liew at Wembley,https://www.theguardian.com/football/2023/dec/01/england-choose-survival-over-oblivion-and-a-chance-of-summer-trip-to-france,The Guardian,sports,"It is also the essential measure of how the team is functioning as a collective: the efficiency of the press, the closing of the angles, the command of space."
"Yankees Gear Up for 2024 Season After Horrendous Year, But Could Letting This Star Go Spell Another Big Mistake?",Saurabh Saini,https://www.essentiallysports.com/mlb-baseball-news-perspective-gleyber-torres-new-york-yankees-gear-up-for-two-thousand-twenty-four-season-after-horrendous-year-but-could-letting-this-star-go-spell-another-big-mistake/,Essentially Sports,sports,"Later, the comments from Aaron Judge brought a lot of attention to the workings of the team, conflicts, and divisions between the core four."
Dissecting impact of Israel-Hamas conflict on markets ,,https://www.thehindubusinessline.com/portfolio/personal-finance/dissecting-impact-of-israel-hamas-conflict-on-markets/article67413157.ece,Business Line,business,"In the above scenario, supply disruption will lead to higher inflation and central bankers will have to adjust their policies and hold rates higher for longer than anticipated."
ASX set to open lower as Wall Street closes September with more losses,Stan Choe,https://www.smh.com.au/business/markets/asx-set-to-open-lower-as-wall-street-closes-september-with-more-losses-20231002-p5e8zn.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"The Fed is trying to push still-high inflation down to its target, and its main tool of high interest rates does that by trying to slow the economy and hurting prices for investments."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"That answer ultimately lies with the jury, which was selected on Wednesday morning before lawyers for the government and then Bankman-Fried swapped two very different stories of the former crypto mogul’s sudden rise and almost instantaneous fall."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
SoftBank Corp takes 51% of Cubic Telecom for $513M to drive into the connected car world,Ingrid Lunden,https://techcrunch.com/2023/12/04/softbank-corp-cubic-telecom/,TechCrunch,technology,Automakers and technology companies are building ever-more sophisticated digital platforms into the future generations of cars and other vehicles.
A tale of two research institutes,Brian Heater,https://techcrunch.com/2023/10/01/a-tale-of-two-research-institutes/,TechCrunch,technology,"Now we have software, robotics, AI and all that stuff, and the car companies need to embrace that."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"That answer ultimately lies with the jury, which was selected on Wednesday morning before lawyers for the government and then Bankman-Fried swapped two very different stories of the former crypto mogul’s sudden rise and almost instantaneous fall."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"But “all of that, all of it, was built on lies,” Rehn declared to the jury."
"In the end, the FTX trial was about the friends screwed along the way",Elizabeth Lopatto,https://www.theverge.com/2023/10/26/23931777/ftx-sam-bankman-fried-prosecution-case-friends-family,The Verge,technology,Wang testified that he heard Bankman-Fried tell another trader that it was okay to continue withdrawing money from the account as long as the amount was less than FTX’s total trading revenue.
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
"Taylor Swift-Travis Kelce timeline: Everything to know about rumored romance between pop star, Chiefs TE",Shanna McCarriston,https://www.cbssports.com/nfl/news/taylor-swift-travis-kelce-timeline-everything-to-know-about-rumored-romance-between-pop-star-chiefs-te/,CBSSports.com,sports,"""Taylor Swift likes that Travis Kelce 'pursued her' and the two are having a 'great time getting to know each other,'"" a source told Entertainment Tonight."
Fans spot Travis Kelce wearing Taylor Swift-themed friendship bracelet before she attended his game,Amber Raiken,https://www.independent.co.uk/life-style/travis-kelce-taylor-swift-friendship-bracelet-b2419065.html,The Independent - Life and Style,entertainment,"The post came after Swift was seen enthusiastically cheering him on in the box seats at Arrowhead Stadium, fuelling speculation that she and the athlete are dating."
How the OpenAI fiasco could bolster Meta and the ‘open AI’ movement,Paul Sawers,https://techcrunch.com/2023/11/21/how-the-openai-fiasco-could-bolster-meta-and-the-open-ai-movement/,TechCrunch,technology,"It has been a whirlwind four days for OpenAI, the generative AI poster child behind the smash hit ChatGPT."
"One year later, ChatGPT is still alive and kicking",Kyle Wiggers,https://techcrunch.com/2023/11/30/one-year-later-chatgpt-is-still-alive-and-kicking/,TechCrunch,technology,"Indeed, ChatGPT became priority number one at OpenAI — not simply a one-off product but a development platform to build upon."
How ego and fear fuelled the rise of artificial intelligence,"Cade Metz, Karen Weise, Nico Grant and Mike Isaac",https://www.theage.com.au/business/entrepreneurship/how-ego-and-fear-fuelled-the-rise-of-artificial-intelligence-20231205-p5ep7j.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,"OpenAI was founded in late 2015, just a few months after he met with Altman at the Rosewood hotel in Silicon Valley."
ChatGPT: Everything you need to know about the AI-powered chatbot,Alyssa Stringer,https://techcrunch.com/2023/09/28/chatgpt-everything-to-know-about-the-ai-chatbot/,TechCrunch,technology,OpenAI announced that GPT-4 with vision will become available alongside the upcoming launch of GPT-4 Turbo API.
"Spider-Man: Across the Spider-Verse on Netflix, A Haunting in Venice, and every new movie to watch this weekend",Pete Volk,https://www.polygon.com/2023/11/3/23938342/new-movies-watch-spider-man-across-spider-verse-netflix-jawan-haunting-venice-hulu,Polygon,entertainment,"The highly anticipated follow-up to 2018’s Spider-Man: Into the Spider-Verse sees Miles Morales facing off not only against a dimension-hopping nemesis in the form of the Spot, but a whole multiverse of Spider-Mans, Spider-People, and even a Spider-Dinosaur as he attempts to save the day once again."
Spider-Man 2 toys with Marvel history to be as much fun as possible,Grayson Morley,https://www.polygon.com/reviews/23910756/spider-man-2-review-insomniac-release-date-ps5,Polygon,entertainment,"Mainstream Spider-Man stories are increasingly Spider-Men stories, and Spider-Man 2, the third Spidey game from Insomniac, is no different."
"USA squad for October friendlies 2023: USMNT roster for friendly matches vs Germany, Ghana",Kyle Bonn,https://www.sportingnews.com/us/soccer/news/usa-squad-october-friendlies-usmnt-roster-germany-ghana/5b2416befc50de6d0cedace8,Sporting News,sports,"Then, on October 17, the U.S. will travel to GEODIS Park in Nashville, Tennessee for a friendly against Ghana."
"NBL Round 4: Creek pours in points as Phoenix swamp Sixers, CJ claims Kings didn’t look after DJ",The Roar,https://www.theroar.com.au/2023/10/20/nbl-round-4/,The Roar | Sports Writers Blog,sports,"Fellow import Milton Doyle and Majok Deng each scored 17 for Tasmania, who recorded their second win over Sydney in as many attempts this season."
OpenAI's ex-chairman accuses board of going rogue in firing Altman: 'Sam and I are shocked and saddened by what the board did',"Matt O'Brien, The Associated Press",https://fortune.com/2023/11/18/how-did-openai-fire-sam-altman-greg-brockman-rogue-board/,Fortune,business,"While not trained as an AI engineer, Altman, now 38, has been seen as a Silicon Valley wunderkind since his early 20s."
OpenAI's ex-chairman accuses board of going rogue in firing Altman: 'Sam and I are shocked and saddened by what the board did',"Matt O'Brien, The Associated Press",https://fortune.com/2023/11/18/how-did-openai-fire-sam-altman-greg-brockman-rogue-board/,Fortune,business,"But it was ChatGPT’s explosion into public consciousness that thrust Altman into the spotlight as a face of generative AI — technology that can produce novel imagery, passages of text and other media."
WTF is going on at OpenAI? We have theories,Devin Coldewey,https://techcrunch.com/2023/11/17/wtf-is-going-on-at-openai-sam-altman-fired/,TechCrunch,technology,"Based on the board’s language and the way these giant tech companies work, this is the prevailing theory floating around right now."
NTPC: Why investors can accumulate this stock,,https://www.thehindubusinessline.com/portfolio/stock-fundamental-analysis-india/ntpc-why-investors-can-accumulate-this-stock/article67517684.ece,Business Line,business,"Alongside the government’s thrust on ramping up renewable energy capacity, building incremental thermal capacity has also been a priority."
The world came tantalizingly close to a deal to phase out fossil fuels,Justine Calma,https://www.theverge.com/2023/12/13/23993937/dubai-un-climate-change-conference-cop28-united-nations-fossil-fuels,The Verge,technology,"It calls for the tripling of renewable energy capacity globally by 2030, something that more than 100 countries had already pledged to do while negotiations were taking place last week."
"In the end, the FTX trial was about the friends screwed along the way",Elizabeth Lopatto,https://www.theverge.com/2023/10/26/23931777/ftx-sam-bankman-fried-prosecution-case-friends-family,The Verge,technology,Wang testified that he heard Bankman-Fried tell another trader that it was okay to continue withdrawing money from the account as long as the amount was less than FTX’s total trading revenue.
"SBF’s trial starts soon, but how did he — and FTX — get here?",Jacquelyn Melinek,https://techcrunch.com/2023/10/01/ftx-lawsuit-timeline/,TechCrunch,technology,"The highly anticipated criminal trial for Sam Bankman-Fried, former CEO of bankrupt crypto exchange FTX, started Tuesday to determine whether he’s guilty of seven counts of fraud and conspiracy."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
Power struggle in one of Canada’s wealthiest clans has sister accusing chairman brother of ‘vendetta’,"Derek Decloet, Bloomberg",https://fortune.com/2023/10/12/rogers-communications-family-heirs-sue-company-in-bitter-board-fight/,Fortune,business,"Shares of Rogers extended losses on news of the lawsuit, closing down 2.2% to C$53.07 in Toronto."
Their kids died after buying drugs on Snapchat. Now the parents are suing,"Robin Buller in Oakland, California",https://www.theguardian.com/technology/2023/oct/18/snapchat-sued-overdose-deaths,The Guardian,technology,"Ed Ternan, whose 21-year-old son Charlie died in April 2020 after taking a counterfeit Percocet he bought on Snapchat, sees suing the platform as counterproductive."
Sam Bankman-Fried was a terrible boyfriend,Elizabeth Lopatto,https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research,The Verge,technology,"It was Bankman-Fried’s decision, she said, as he was the CEO of FTX."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"SBF, as he’s known, has pleaded not-guilty to some seven charges of fraud and conspiracy."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
"Binance to pay $4.3B in fines and CEO ‘CZ’ to step down, plead guilty to anti-money laundering charges",Jacquelyn Melinek,https://techcrunch.com/2023/11/21/binance-to-pay-4-3b-in-fines-and-ceo-cz-to-step-down-plead-guilty-to-anti-money-laundering-charges/,TechCrunch,technology,"Under Zhao’s plea agreement, he will agree to the recommendation that the court impose a $150 million fine to the CFTC and won’t make any statements “contradicting his acceptance of responsibility,” according to a separate filing from Monday."
YouTube influencer who gave parenting advice pleads guilty to horrific child abuse,"Amy Beth Hanson, The Associated Press",https://fortune.com/2023/12/18/youtube-mom-influencer-parenting-advice-ruby-franke-pleads-guilty-child-abuse-case/,Fortune,business,"Judge John J. Walton scheduled sentencing for Feb. 20 after accepting the plea agreement, which described new details of the abuse the children endured, including the claims that they were possessed."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"But “all of that, all of it, was built on lies,” Rehn declared to the jury."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"Using Caroline Ellison, his on-again off-again girlfriend and the CEO of Alameda, as a front, Bankman-Fried had “secret access” to customer money—both cash and crypto—the government claimed."
